"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"243_g_at",1.08291167731298,8.96360850725655,7.90456548187296,3.48863755716037e-13,2.42057434565664e-11,19.5174973107479
"204786_s_at",1.1649461108191,8.4329146349294,7.90412706533088,3.49757846048328e-13,2.42370218411817e-11,19.5150060655344
"224509_s_at",-1.89319311199502,6.36747969752467,-7.90342458113713,3.51195201674737e-13,2.42750918477449e-11,19.511014418379
"206042_x_at",-1.12111613077227,7.94090978071776,-7.9002439888143,3.57776603966818e-13,2.46676365975861e-11,19.4929436730163
"218226_s_at",-1.0462993104878,9.87877062382465,-7.89563956430328,3.67521303494223e-13,2.53075910183207e-11,19.4667890759445
"227413_at",-1.14120150092251,8.23540070341259,-7.89485588403691,3.69205855787483e-13,2.53866381161958e-11,19.4623381998656
"1566848_x_at",1.49061338188126,6.39594279924209,7.89467401762402,3.69597877283801e-13,2.53866381161958e-11,19.4613053261098
"238584_at",1.44545987337576,9.37628357165082,7.894268829894,3.70472761766224e-13,2.5414803324427e-11,19.4590041819796
"233056_x_at",1.07207712030718,9.03655490119848,7.89232017386944,3.74709060720662e-13,2.56676793307683e-11,19.4479381016471
"203999_at",-1.67581959354036,12.5781904940703,-7.89214242245159,3.75097865300117e-13,2.56676793307683e-11,19.4469287428085
"232002_at",1.46250882782656,6.92333090936492,7.88991193010374,3.80010841979122e-13,2.59713659815106e-11,19.4342637875292
"243431_at",1.81306187425381,5.81634878697276,7.88886485098698,3.82339118983813e-13,2.60978668295131e-11,19.4283189207436
"210736_x_at",1.44898322151451,6.28942443706682,7.88864129147351,3.82838052050048e-13,2.60993397703695e-11,19.4270496912435
"223219_s_at",-1.40447896069979,5.53684586726173,-7.88837998240939,3.83422051038032e-13,2.61066010467054e-11,19.4255661640483
"214782_at",1.60366428759057,7.74801484713329,7.88756405461503,3.85251252477322e-13,2.61985226731313e-11,19.4209340471404
"1554593_s_at",-1.79120448423632,6.67019134322311,-7.88597219230594,3.88844919372299e-13,2.63917394444971e-11,19.4118974764137
"241391_at",1.37294499863184,7.6140826919464,7.88587829721064,3.89057923955458e-13,2.63917394444971e-11,19.411364484885
"210094_s_at",1.3901967653541,7.43128685383456,7.88510030539151,3.90827280686077e-13,2.64789114888616e-11,19.4069483564748
"218980_at",-1.29715212428411,7.63884631536673,-7.88035416995489,4.01795198790331e-13,2.71883075419076e-11,19.3800120080506
"219338_s_at",-1.14561979066285,9.08071254892981,-7.87679713677913,4.10214599570264e-13,2.77237122762722e-11,19.3598290840895
"233037_at",1.03338368175385,6.98145946674894,7.87523964469577,4.13955939536069e-13,2.79420259186847e-11,19.3509930201375
"211546_x_at",-1.23051477429185,7.86315828939273,-7.87353224478732,4.1809623087125e-13,2.8186697192214e-11,19.341307389527
"226463_at",-1.06685032177308,9.41193249205563,-7.87121129290216,4.23790186789647e-13,2.85353798802019e-11,19.3281427503074
"232150_at",1.22428628297227,8.44152468677126,7.87091771034435,4.2451587972352e-13,2.8549084531222e-11,19.3264776487774
"209194_at",-1.01562031503253,9.42400282265126,-7.86728057213082,4.33609101356447e-13,2.91247882268596e-11,19.3058513360504
"212978_at",-1.48698199117588,8.87170112360122,-7.86681137746891,4.34796100191916e-13,2.91686831631816e-11,19.3031908316838
"244457_at",1.12844291431318,8.11564610788978,7.86605271255025,4.36722233618674e-13,2.92619952488983e-11,19.2988890764714
"238642_at",1.43087883951348,8.83449362686685,7.86526746766623,4.38724751804571e-13,2.93242980500182e-11,19.2944368047472
"237560_at",1.51509316876636,7.52168960942435,7.86328110763302,4.43831032762588e-13,2.9629379384975e-11,19.2831752038794
"219640_at",1.19160685079882,6.48801426485984,7.86233625452192,4.46280560326221e-13,2.97565727266294e-11,19.2778188399065
"223040_at",-1.16348869086896,9.04055049046061,-7.86198405136916,4.47197067905445e-13,2.97813638096592e-11,19.2758222773692
"230064_at",1.54902585374524,8.72331014560047,7.86137872952579,4.48776602264156e-13,2.97829271778496e-11,19.2723909343639
"205531_s_at",-1.49764748531558,7.97798101460859,-7.86136786260227,4.48805008990121e-13,2.97829271778496e-11,19.2723293349266
"221928_at",1.59257348259056,7.67294868291896,7.85792853713276,4.57885672561486e-13,3.03401321527206e-11,19.2528353539415
"240830_at",1.36847769156954,6.10489964565383,7.85754218399723,4.58917042346593e-13,3.03401321527206e-11,19.2506457571769
"213967_at",-1.13058836284241,10.1708532151956,-7.85620324234252,4.62509186710257e-13,3.05249877969816e-11,19.2430578869854
"241998_at",-1.27553023703913,9.14757711095114,-7.85608426768017,4.62829718951948e-13,3.05249877969816e-11,19.2423836779303
"213453_x_at",-1.23480049335244,11.7221824028617,-7.85522651394087,4.65147133270952e-13,3.06408668814329e-11,19.2375230703002
"228038_at",1.10910485108569,10.1673731955199,7.85459749766136,4.66853863686026e-13,3.0716287601725e-11,19.2339587943307
"209092_s_at",-1.07323504662365,8.29495602137631,-7.84551990621452,4.92186363253416e-13,3.2344097849616e-11,19.1825355946489
"1569854_at",1.93865539997925,5.7929284837213,7.84470325100923,4.94531047793926e-13,3.24591657120443e-11,19.1779106800038
"208786_s_at",-1.06192606405467,9.13408132861159,-7.84165779115816,5.03372789532785e-13,3.29145637530533e-11,19.1606654259393
"243469_at",1.77157225214482,5.46122775734493,7.8414856281501,5.03877272268964e-13,3.29145637530533e-11,19.1596906241306
"230590_at",1.23423579676461,7.7068208371053,7.83776117095998,5.14914347376641e-13,3.35553539246935e-11,19.1386047937961
"203274_at",-1.03048919515155,8.54003352063863,-7.83493516254635,5.23448434808446e-13,3.40708847299426e-11,19.1226085089027
"232311_at",1.73675306925226,5.01765314771318,7.83355849788301,5.27656339085267e-13,3.43039361943959e-11,19.1148170073966
"222530_s_at",-1.41942353730967,7.36284606327058,-7.8306477524638,5.36663933566086e-13,3.48481004367289e-11,19.0983451177482
"241893_at",1.39257049855208,8.0622812836221,7.82920780514894,5.41176139129128e-13,3.50994132940511e-11,19.0901974899836
"215604_x_at",1.11050397288077,9.39328579510978,7.8231278882575,5.60646060119492e-13,3.63191034798972e-11,19.0558030936091
"204270_at",1.33160923266035,7.68976424128272,7.82260560463027,5.62350593325205e-13,3.63864126509533e-11,19.0528490739231
"240568_at",1.36246554572373,6.78040242338415,7.82213245975716,5.63899187220025e-13,3.6443484705975e-11,19.0501730587197
"1560763_at",1.78413556645944,6.48126404121334,7.82035839885945,5.69743355941765e-13,3.67777071854971e-11,19.0401399699904
"239831_at",1.27927431458437,7.48269029928581,7.82008893886177,5.70636252207116e-13,3.67919069450755e-11,19.0386161464431
"1557012_a_at",1.34701930842836,7.19452224542119,7.81758833422127,5.78988773882599e-13,3.72864678586939e-11,19.0244761113508
"AFFX-PheX-5_at",2.81795698573893,6.91073762043255,7.81097431453754,6.01669154266311e-13,3.86560058866164e-11,18.9870860741921
"229649_at",-1.42515876404445,10.2976754671891,-7.81053786969267,6.03196357579082e-13,3.86716092447244e-11,18.9846192926558
"244610_x_at",1.39073632522333,8.59758470499691,7.81050069528153,6.03326615194329e-13,3.86716092447244e-11,18.9844091861845
"208827_at",-1.02124599339631,8.87319067793397,-7.80711321455769,6.15313891241704e-13,3.93477040978248e-11,18.9652653559448
"1554116_s_at",1.32387307541697,7.64487054488336,7.80654099539327,6.1736196275308e-13,3.94325529363606e-11,18.9620319198895
"217721_at",-1.16297375090032,7.45115710839473,-7.8058408766417,6.19876994926256e-13,3.95469949796885e-11,18.9580759090489
"1552302_at",1.95061883610441,4.9204836040699,7.80410335131621,6.26162622988864e-13,3.99014468670351e-11,18.948258745586
"211609_x_at",-1.30557666359706,8.87644828444907,-7.80003616551382,6.41123868880024e-13,4.07490959915927e-11,18.9252826996136
"202724_s_at",1.0769756863944,8.099168540076,7.79988131273318,6.41700441678304e-13,4.07490959915927e-11,18.9244080246116
"218354_at",-1.17030581955754,7.00736733779333,-7.79731384732487,6.51335227476998e-13,4.13129391674070e-11,18.909907031768
"AFFX-r2-Bs-dap-M_at",4.72530948139546,9.94382865143806,7.79590458399584,6.56684451462498e-13,4.16039656821693e-11,18.9019484668263
"244646_at",1.1832753908387,6.96900089007497,7.7952413068537,6.59217126873348e-13,4.17160838099541e-11,18.8982029539149
"226999_at",1.1919943743074,8.29000425878861,7.79430378656707,6.62813488204115e-13,4.18951762630752e-11,18.892909043528
"215161_at",-2.09881120652838,6.68723094646037,-7.79400603866241,6.6395972015096e-13,4.1896814818737e-11,18.8912278066265
"228544_s_at",-1.47308792322086,6.98116081606671,-7.7938990714393,6.64371988072152e-13,4.1896814818737e-11,18.890623822155
"1552735_at",1.03496533490109,7.57519379335377,7.79100977524575,6.75604189350819e-13,4.25560588165392e-11,18.8743110043095
"222809_x_at",1.00105461919689,7.33648571793538,7.79028711224112,6.7844283349825e-13,4.26856869062334e-11,18.8702313181322
"229039_at",-1.68508929024576,11.2609439608648,-7.78363779200704,7.05122188877801e-13,4.42624060584314e-11,18.8327016939352
"200030_s_at",-1.19955706853515,10.8327012607583,-7.78315712985615,7.07090552377394e-13,4.43350641642592e-11,18.8299893427551
"242319_at",1.58738217957232,6.86984379766824,7.78263258974465,7.09244810563729e-13,4.44191981873676e-11,18.8270294780446
"208781_x_at",-1.04601858685983,8.90362710677856,-7.78189942186607,7.12266787441774e-13,4.45574217429966e-11,18.8228925256684
"218220_at",-1.11161260329279,8.11903851201721,-7.78083148953576,7.16691426735585e-13,4.47829757220207e-11,18.8168669601271
"220370_s_at",1.44090496585083,7.27455484372065,7.77811738100109,7.28059347742786e-13,4.52959244309242e-11,18.8015549240161
"1569409_x_at",1.31414320176893,8.54595033136581,7.77808067343037,7.28214313210468e-13,4.52959244309242e-11,18.8013478497183
"210501_x_at",-1.18368123614032,8.53403969348201,-7.77721981974521,7.31857891548236e-13,4.54350038105000e-11,18.7964917408726
"230300_at",-1.45633775473938,9.54310616156151,-7.77692137741572,7.33125263599253e-13,4.54350038105000e-11,18.7948082736843
"201112_s_at",-1.24215238488177,8.46974524688279,-7.77676874568481,7.33774272787774e-13,4.54350038105000e-11,18.7939473130566
"209570_s_at",-1.42698640527333,10.7034899369523,-7.77573621575562,7.38179687284446e-13,4.56560796405849e-11,18.7881232517143
"224164_at",-1.19563117170433,8.39515649923144,-7.774238249129,7.446175462375e-13,4.60022195938252e-11,18.7796744906607
"232305_at",-1.1818528187779,6.96540032748986,-7.77326549664663,7.48827919986237e-13,4.62101202316564e-11,18.7741884175845
"203157_s_at",-1.5181177630087,7.69586962689686,-7.77268884763214,7.51334956753724e-13,4.63125577908792e-11,18.7709364145661
"235484_at",1.31897440757791,7.54133202222617,7.76808155163928,7.71666405160118e-13,4.75122305204161e-11,18.7449576182831
"203033_x_at",-1.15913004068468,7.85020711036145,-7.76787212719296,7.72603404416656e-13,4.75164129769187e-11,18.7437769212341
"207949_s_at",-1.45356852607924,5.96898644043702,-7.7638111977969,7.90997040930199e-13,4.85408539273879e-11,18.7208850292313
"239649_at",1.63002756239986,5.61594673219118,7.76229692346166,7.97966253013777e-13,4.89112162371393e-11,18.7123503117946
"238521_at",-1.39467547576972,8.44980160288286,-7.76165610518642,8.00933797912533e-13,4.89880294131861e-11,18.7087387774224
"240139_at",1.38859580158656,6.43883640314378,7.76163937917966,8.01011400007104e-13,4.89880294131861e-11,18.7086445145496
"214434_at",-1.22170450536183,9.84409057035605,-7.76073194223174,8.05232728864015e-13,4.91911725705475e-11,18.7035306058649
"212653_s_at",-1.03591609661976,10.7442725928657,-7.75739585556993,8.20942184003389e-13,5.00818271791854e-11,18.6847322789493
"1558831_x_at",1.52004037839247,6.93577585477537,7.75724824478327,8.21644242884853e-13,5.00818271791854e-11,18.6839006011836
"212262_at",1.05907308173143,6.69360784633529,7.75562725401199,8.29393137456772e-13,5.04632959121555e-11,18.6747679947549
"213386_at",-1.14917167843953,9.06798881013999,-7.75555326143018,8.29748569273485e-13,5.04632959121555e-11,18.6743511440615
"214432_at",-1.57715958160312,6.45428268149951,-7.75273240227267,8.43411956713652e-13,5.12372763703544e-11,18.6584606862905
"208811_s_at",-1.23736368981406,6.99822067604276,-7.74983157824068,8.57695020530935e-13,5.19894404074599e-11,18.6421225492684
"223124_s_at",-1.09356155948183,9.94939608718201,-7.74958540827279,8.58918078983125e-13,5.20059202307889e-11,18.6407361907111
"203333_at",-1.66247501062083,8.12736851984551,-7.74770258413704,8.68329900869159e-13,5.25176297898466e-11,18.6301333377524
"1561362_at",1.54341328802358,5.46034850368451,7.74666513010677,8.7355946697562e-13,5.27755401733614e-11,18.6242915727085
"201323_at",-1.14520873321431,8.97409937783544,-7.74458474150609,8.8414037625157e-13,5.32969956687482e-11,18.6125782703793
"213400_s_at",1.2459828721362,8.9637172390929,7.74192409616737,8.97857597040427e-13,5.40642776631997e-11,18.5976000402933
"244697_at",1.51441813469368,8.15417275135092,7.74144736463854,9.00337599905614e-13,5.41539694992733e-11,18.5949165085086
"212177_at",1.15846422079973,9.84736117596202,7.74049907109428,9.05290895420448e-13,5.43920656122121e-11,18.5895787712318
"211776_s_at",-1.54961826567884,7.30093242246705,-7.73828354248374,9.16968848013312e-13,5.50332291604037e-11,18.5771092223522
"212423_at",1.39138199660401,9.50616645592529,7.73746379177087,9.21327417267307e-13,5.52341848016338e-11,18.5724958786748
"203816_at",-1.82799912845458,5.92382899921278,-7.73650049487898,9.26475435253758e-13,5.54819763663738e-11,18.567074983302
"210381_s_at",-1.2494291723521,7.43221346046518,-7.73577277767815,9.30383352213594e-13,5.56550435254685e-11,18.5629800054768
"224650_at",-1.78084825375839,8.81435546775033,-7.73420547982135,9.38855419013609e-13,5.61004590541739e-11,18.5541611820023
"213423_x_at",-1.40743695774492,7.46589650041443,-7.73195104930691,9.51175920171212e-13,5.66509187749030e-11,18.5414774719261
"1553976_a_at",-1.15858400569587,7.88886729579043,-7.728879676916,9.68218997678754e-13,5.7415806613976e-11,18.5242002993313
"202854_at",-1.60308388866414,10.2115660018512,-7.72782304771779,9.74151867191061e-13,5.76425901933672e-11,18.5182572534644
"207614_s_at",-1.32525556929129,7.66414668221816,-7.72758744393973,9.75479659232023e-13,5.76587571551469e-11,18.5169321435621
"216006_at",1.18123727298378,7.39341397216294,7.7212688497126,1.01176552888988e-12,5.96745202719033e-11,18.4814013666579
"202825_at",-1.28107857102582,8.48217102095225,-7.72049936488036,1.01627475122009e-12,5.98758858006018e-11,18.4770753135433
"219389_at",-1.34003942565765,8.3991673301421,-7.71822715521162,1.02970647215978e-12,6.04717522721118e-11,18.4643020912389
"223253_at",-1.49058506706464,9.61030446390721,-7.71766627428423,1.03304896584203e-12,6.06029530122459e-11,18.4611493688535
"223206_s_at",-1.31592227305198,7.96720478055384,-7.71580845875004,1.04419727026883e-12,6.11913030567506e-11,18.4507073124295
"241798_at",1.35176157094005,6.38038800429684,7.71473065567498,1.05071941736244e-12,6.15075847369284e-11,18.4446499371733
"238466_at",-1.55799029713547,7.4071550213803,-7.71087868270849,1.07436036389235e-12,6.27707382355176e-11,18.4230046285853
"AFFX-ThrX-3_at",4.52834014928617,9.89567004260944,7.70908455151435,1.08555061853067e-12,6.3343095056739e-11,18.4129246222461
"202201_at",-1.39668867920387,6.95564444860514,-7.70762457421195,1.09474180156785e-12,6.37433525034313e-11,18.4047228055275
"244473_at",1.79953057687953,5.7481150390648,7.7021711145137,1.12976015157066e-12,6.57123790288571e-11,18.3740929210649
"243121_x_at",1.46524180248797,6.19578373513489,7.70011523066706,1.14324751321144e-12,6.64262038096018e-11,18.3625484724757
"213011_s_at",-1.04359361685895,10.3473390313583,-7.69585647863115,1.1716956795098e-12,6.79347415452793e-11,18.3386387836963
"233017_x_at",1.2065052367062,7.79397113633868,7.69525569002426,1.17576490757495e-12,6.80984600865044e-11,18.3352663044137
"203889_at",-1.3996831188053,11.5699050941106,-7.68862954432702,1.22158341092964e-12,7.05280601822365e-11,18.2980791171265
"1568619_s_at",1.34147990075606,6.78497796811764,7.68766021577055,1.22843269147255e-12,7.07496213497769e-11,18.2926403164118
"200078_s_at",-1.17733922350357,8.91079957519695,-7.68753193272533,1.22934198401742e-12,7.07496213497769e-11,18.2919205577411
"212641_at",-1.64779404923626,7.29236656549531,-7.68643273978225,1.23716061875819e-12,7.09686386383307e-11,18.2857535376527
"218901_at",1.2202173089481,8.96124746400631,7.68631433472635,1.2380057733731e-12,7.09686386383307e-11,18.2850892508973
"230962_at",-1.54316123115389,9.16437021314351,-7.68291988631422,1.26247931906721e-12,7.21275410344826e-11,18.2660474452462
"222785_x_at",-1.28902830856128,6.53736139975374,-7.68253463357828,1.26528702822562e-12,7.22124929731062e-11,18.2638865452695
"230237_at",-2.00924773965612,5.13893045589458,-7.6813868756825,1.27368854174339e-12,7.25405427289789e-11,18.2574490201201
"231430_at",1.11552661841927,7.62840099268902,7.67781836239072,1.30016418283306e-12,7.38944664203718e-11,18.2374368802459
"208934_s_at",-1.40513443366757,7.93712460398956,-7.67628454080341,1.31171069306406e-12,7.44732940220948e-11,18.2288365831073
"205273_s_at",-1.02148693977589,8.4390680761975,-7.67497808376444,1.32162562822183e-12,7.49583830114405e-11,18.2215117778089
"204125_at",-1.18529035803122,8.36925116271745,-7.67207301562196,1.34393938382475e-12,7.59874723998121e-11,18.2052262664598
"238049_at",1.53431223184928,7.62668178071771,7.67167934716865,1.34699169270975e-12,7.60813747922578e-11,18.2030196243621
"232264_at",1.34713957654186,8.46035174808129,7.66592978994365,1.39236080564974e-12,7.85627730122801e-11,18.1707975086543
"212027_at",1.41578547919675,12.203978792642,7.66570684688577,1.39415016116237e-12,7.85826392387139e-11,18.1695483023204
"203738_at",-1.02777374075654,8.3375668970515,-7.66393279680956,1.40847016109722e-12,7.93080391946346e-11,18.1596084594844
"201293_x_at",-1.22450995455231,12.4818938417082,-7.66330910440563,1.41353907189195e-12,7.95115727939219e-11,18.1561142239775
"224568_x_at",1.51016007572128,10.9546286852754,7.6611462147873,1.43125773073808e-12,8.04255050648555e-11,18.143997674723
"200623_s_at",-1.09807454918696,9.21669117068755,-7.66061536751417,1.43563999029902e-12,8.05889286135512e-11,18.1410241038954
"222423_at",-1.04117403728412,12.4332389307661,-7.65827235562059,1.45514127687721e-12,8.15162390504730e-11,18.1279007491656
"211679_x_at",-1.11112011709347,9.46163342047787,-7.6532839985777,1.49753785679834e-12,8.37197160740792e-11,18.0999669468137
"212661_x_at",-1.20228671383902,12.5037308540785,-7.65238375918997,1.50531828483193e-12,8.40687203505471e-11,18.0949266992973
"222548_s_at",1.0716020718288,9.34583184616706,7.64982744580495,1.52763032029891e-12,8.52277426146353e-11,18.080615971394
"208835_s_at",1.13220368294002,12.1929266207143,7.64884942761604,1.5362529716717e-12,8.56214385587669e-11,18.075141435932
"243005_at",1.20691495649257,7.60787830754395,7.64856817375672,1.53874153962198e-12,8.56728041535966e-11,18.0735671559405
"242579_at",1.18107099817825,8.4859820667947,7.64784344923821,1.54517239145896e-12,8.59433372360311e-11,18.069510735421
"213195_at",-1.13249575674371,7.97595884950937,-7.64492025233411,1.57138257098166e-12,8.73123395004289e-11,18.0531508889508
"205751_at",-1.34498421635382,11.8488682960733,-7.64472681490087,1.57313242462908e-12,8.73208277325837e-11,18.0520684088828
"212956_at",-1.33937793060785,9.32365841660205,-7.64421151729761,1.57780327411994e-12,8.74912718179592e-11,18.0491848554173
"224667_x_at",1.04016785450589,10.2234544504835,7.64323418995843,1.58669987062742e-12,8.78954563592244e-11,18.0437160821428
"200093_s_at",-1.28440250364691,10.6301464097778,-7.64296190148531,1.5891873399281e-12,8.79441475815477e-11,18.0421925122996
"203540_at",1.57145398861041,12.3049029183102,7.64188063398266,1.59910332464793e-12,8.84034118049803e-11,18.036142613595
"226024_at",-1.05098450412683,7.79816588446203,-7.63937552823257,1.62231282080397e-12,8.95055030044973e-11,18.0221276206935
"202353_s_at",-1.15540684018606,8.69361156277287,-7.6376765113951,1.63824343304175e-12,9.02023763359092e-11,18.0126235854013
"211386_at",1.38077132048062,7.78629536186918,7.63299675542401,1.68292753988611e-12,9.24764454706264e-11,17.986450928512
"203405_at",-1.20209842319065,7.45249990041257,-7.63202686882599,1.69233820316862e-12,9.28070122951298e-11,17.9810275546376
"226779_at",-1.22637301999914,10.5085916664663,-7.62541488958325,1.75789577672083e-12,9.63055627176467e-11,17.9440636441113
"212850_s_at",1.34414638173789,9.62346353821884,7.62292569643998,1.78322195839982e-12,9.73588771543458e-11,17.930151878675
"211297_s_at",-1.71125213002448,6.8084148040924,-7.6228258839546,1.78424499147059e-12,9.73588771543458e-11,17.9295940850369
"210156_s_at",-1.49147035083624,6.28642381335716,-7.61723665664771,1.8424686285572e-12,1.00335629747376e-10,17.8983646907791
"201903_at",-1.68005194497868,9.12639214504762,-7.61335280749568,1.8840304791767e-12,1.02426327266553e-10,17.8766703754819
"1554447_at",1.45999669158867,6.56350353371241,7.61329953567254,1.8846069543695e-12,1.02426327266553e-10,17.8763728475006
"225657_at",-1.04000646573752,7.64720458501453,-7.60572607662105,1.96836408317963e-12,1.06766176833181e-10,17.8340844642748
"203140_at",1.02543304017083,10.6053631127984,7.6039997186349,1.98796605353336e-12,1.0761588512568e-10,17.8244476972121
"1552536_at",1.27559685279153,7.26910871691947,7.60309439167337,1.99832269771239e-12,1.08069528681924e-10,17.8193944542885
"215404_x_at",1.08335547183458,7.89021441093137,7.60148021587894,2.01692097926289e-12,1.08967544013042e-10,17.810385356928
"227959_at",1.33664040948296,6.78644004291431,7.59720613077805,2.06699763628052e-12,1.1145275716335e-10,17.7865350783764
"242428_at",1.34880385843546,7.03805469858682,7.59639087303712,2.07668826133261e-12,1.11864956343212e-10,17.7819864979067
"217783_s_at",-1.02818849379291,11.363335296617,-7.59583861496293,2.08327824921121e-12,1.12108668423491e-10,17.7789054079255
"203466_at",-1.47252592830434,6.49186329538626,-7.59566840475932,2.08531350318593e-12,1.12108668423491e-10,17.777955813738
"205871_at",1.38788277113869,8.48534806615083,7.59506507454615,2.0925435625462e-12,1.12386855876438e-10,17.7745899465035
"232058_at",1.40076284417691,7.91338358132983,7.59215000994373,2.12782746675948e-12,1.14057810534387e-10,17.7583291397472
"228262_at",-1.39459427313641,10.3977404156663,-7.59173870541122,2.13285305574355e-12,1.1421522117804e-10,17.7560350415908
"211296_x_at",-1.04503395841781,12.9825594247391,-7.58955945036505,2.15967725642876e-12,1.1553850684466e-10,17.74388098712
"207436_x_at",1.06245293492709,8.13883778829146,7.58650810281361,2.19779774392297e-12,1.17462943938405e-10,17.7268659340714
"229905_at",-1.48510309762522,9.30961291914479,-7.58451123667301,2.22310425610825e-12,1.1869943867453e-10,17.7157326951269
"209537_at",-1.12599254270481,8.62602863862408,-7.58412005886104,2.22809536652954e-12,1.18849867478051e-10,17.7135519038362
"242922_at",1.65487415713526,5.8494775541534,7.58256146594426,2.24809208488133e-12,1.19799643996966e-10,17.7048633821389
"1569181_x_at",1.64721250022406,8.34186700554898,7.58125535742681,2.2649861197035e-12,1.20537666359692e-10,17.6975830161755
"211762_s_at",-1.26513234599404,7.83590940600126,-7.58115028530862,2.26635063589873e-12,1.20537666359692e-10,17.6969973608478
"225101_s_at",-1.2525596373368,6.94578812229391,-7.57941965444396,2.28894281731762e-12,1.21562331535774e-10,17.687351657717
"222430_s_at",-1.25871637252287,8.95908356721679,-7.5791057020182,2.2930650622214e-12,1.21603620055243e-10,17.6856019510187
"AFFX-r2-Bs-dap-5_at",3.40420960267662,7.59907936174801,7.57831359428208,2.30349823844652e-12,1.22038533127e-10,17.681187563093
"229537_at",-1.44819830262633,7.54102163069083,-7.57120273444647,2.39928680452294e-12,1.2686722081912e-10,17.6415688960591
"201441_at",-1.04019228706476,10.6431867287117,-7.57103438542523,2.40160171097922e-12,1.2686722081912e-10,17.640631143406
"220316_at",1.3581350411229,8.21696190384747,7.56865775987385,2.43451862301037e-12,1.28481955321517e-10,17.6273937201404
"204228_at",-1.23472441403026,7.19782186650969,-7.56610159370398,2.47042059058013e-12,1.30250960260336e-10,17.6131585102945
"205279_s_at",-1.64674084911305,6.84084799966606,-7.56206388344487,2.52820130350903e-12,1.33168984845237e-10,17.5906773314802
"242052_at",1.25195204386629,8.57115390374483,7.56055270750107,2.55016880280228e-12,1.34067768551168e-10,17.5822648828641
"208693_s_at",-1.02583528393087,10.203870136405,-7.56029900107238,2.55387532478021e-12,1.34133653585358e-10,17.5808526233606
"223913_s_at",-1.63649016222134,7.21129210176633,-7.55989494753808,2.55978934877642e-12,1.34186464663807e-10,17.5786035021401
"1563455_at",1.24307359789759,7.10863750560914,7.55835707574919,2.58242296382887e-12,1.35243271597072e-10,17.5700436301982
"244414_at",1.5020600006765,7.27326305197747,7.55698907034677,2.6027229134352e-12,1.36175957217292e-10,17.5624299469095
"213689_x_at",-1.06747408529316,10.512502792953,-7.55646893517612,2.61048260210419e-12,1.36451373107119e-10,17.5595352898274
"244803_at",1.24075223069243,7.25615273780283,7.5562294549769,2.61406300272468e-12,1.36508017835694e-10,17.558202566463
"218072_at",-1.13826338055926,7.88650294902576,-7.55434415774091,2.6424197527479e-12,1.37857156470889e-10,17.5477114706876
"218120_s_at",-1.13878714970093,7.76637330648225,-7.5535913543687,2.65382750283038e-12,1.38320322895377e-10,17.5435227048143
"200662_s_at",-1.40279242463468,10.8436894291854,-7.55321340114612,2.65957324887518e-12,1.38487778459286e-10,17.5414197645452
"1561346_at",1.44531316582931,9.29022687123697,7.55173229486641,2.68220828684173e-12,1.39400891713947e-10,17.5331793439845
"AFFX-r2-Bs-dap-3_at",5.34879054161066,10.8420412089686,7.55091208965057,2.69482498197215e-12,1.3992360483317e-10,17.5286163087925
"200064_at",-1.32166635350194,10.3808189237109,-7.55026817446423,2.70477104717778e-12,1.40306790326798e-10,17.5250341924972
"213545_x_at",-1.06660350832242,11.121077445962,-7.54915009167285,2.72212757363967e-12,1.40939701788588e-10,17.5188146195472
"243561_at",1.25462228480024,8.02804584589562,7.54883766349093,2.72699721073045e-12,1.41058252125532e-10,17.5170767507678
"243902_at",1.26975820983881,5.69534284816366,7.54830277887367,2.73535416417967e-12,1.41356794826581e-10,17.5141015577666
"242849_at",1.66704382774976,5.84270358084235,7.54669787653106,2.76058127583385e-12,1.42525761337314e-10,17.5051752063617
"218824_at",-1.40026538125144,11.1734523910426,-7.54582860331346,2.77434115536864e-12,1.4310104025451e-10,17.5003407532447
"213268_at",-1.33991309581976,9.5907479828936,-7.54450276849824,2.79545880782046e-12,1.44054392382266e-10,17.4929676550975
"1559060_a_at",1.01290818088574,6.70488018030284,7.5424671347142,2.82819192603295e-12,1.45466974182363e-10,17.4816485111743
"211941_s_at",-1.23986071794518,10.2097372051959,-7.54142374320155,2.84511643183458e-12,1.46199944464808e-10,17.4758473027823
"1554096_a_at",1.87305567808486,5.80586434354733,7.54090697426661,2.85353583303577e-12,1.46494902977681e-10,17.4729742349006
"212089_at",1.31546840701067,6.54970370346833,7.53747482953791,2.91008257650021e-12,1.49257753161491e-10,17.4538950339911
"222308_x_at",1.50773542295887,6.04370321149163,7.5358005785799,2.93806780720428e-12,1.5041091513005e-10,17.4445894399173
"206551_x_at",1.0187316084778,9.18416471979112,7.53465640569763,2.95734572646085e-12,1.51256199807527e-10,17.4382306282812
"221974_at",1.22143750294879,6.95155261869275,7.53442905714199,2.96119114929287e-12,1.51311332792138e-10,17.4369671801765
"206118_at",-1.64428252845787,8.01331316957116,-7.53194403896165,3.00354718551271e-12,1.53332345815039e-10,17.4231583468319
"210781_x_at",-1.81479332658826,6.27532308560062,-7.53109958732206,3.01807649703251e-12,1.53930347458258e-10,17.4184663707212
"219134_at",1.52818142983308,5.59867735143741,7.52922566330387,3.05056733303075e-12,1.55442468717107e-10,17.4080553077468
"239497_at",1.46165599969598,6.54026652423506,7.52903666024661,3.05386349076357e-12,1.55465536645715e-10,17.4070053226293
